company_name,year_founded,Industries,hq,zipcode,description,operating_status,cb_rank,funding_status,funding_date,funding_type,ipo_status,estimated_revenue,num_employees,num_funding_rounds,total_funding,top_investors,num_investors,operating_status_binary,num_employees_cat,clean_name,city,state,country
Richualist,2018,"3D Printing, Consumer Goods, E-Commerce, Electronics, Fashion, Health Care, Lifestyle, Manufacturing, Personal Health","Washington, District of Columbia, United States",32809,"THE MOST is revolutionizing the way women with textured hair manage and care for their tresses. We make styling fast, easy, and convenient.",Active,66312,Seed,2024-04-09,Seed,Private,$1M to $10M,10-Jan,5,2120000,"Techstars, EnrichHER, Mark Cuban, Revitalize Venture Studio, Black Star Fund",6,1,10-Jan,RICHUALIST,Washington,District of Columbia,United States
HUE.AI,2018,"Artificial Intelligence (AI), Eyewear, Machine Learning, Medical, Medical Device","Vienna, Virginia, United States",10025,HUE.AI uses artificial intelligence to create new products and efficiencies for the medical and optical industries.,Active,127297,Seed,2018-07-30,Seed,Private,$1M to $10M,11-50,1,1200000,"Big Red Ventures, Princeton Alumni Angels",2,1,11-50,HUE.AI,Vienna,Virginia,United States
Blocktistics,2018,"Cryptocurrency, Education, Financial Services, Information Technology, Market Research, News, Social Network","Cherry Hill, New Jersey, United States",20010,"Mobile App, Financial Services, Stock Market Research, Cryptocurrency Platform, Investment Research, News, Education",Active,2101866,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,BLOCKTISTICS,Cherry Hill,New Jersey,United States
Zeda,2018,"3D Printing, Manufacturing, Medical Device","Fremont, California, United States",28278,"Zeda (frmly. PrinterPrezz/Vertex Manufacturing) provides advanced manufacturing services to medical, space, defense, & aerospace industries",Active,30635,Early Stage Venture,2023-03-07,Series B,Private,$1M to $10M,51-100,4,84000000,"Michelin, Syensqo Ventures, Boutique Venture Partners, Berkeley Catalyst Fund (BCF), DOV Management",7,1,51-100,ZEDA,Fremont,California,United States
Birch Global,2018,"Banking, Blockchain, CRM, Crowdfunding, Cryptocurrency, Ethereum, Financial Services, FinTech, Information Technology, Venture Capital","Atlanta, Georgia, United States",30301,"We manage, empower, and grow early-stage ventures with high potential and upside in the cryptocurrency space.",Active,1008786,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,BIRCH GLOBAL,Atlanta,Georgia,United States
Blue Fever,2018,"Information Technology, Mental Health, Social Media, Wellness","Los Angeles, California, United States",90001,"Blue Fever is a user-led, interactive community that provides young people with a safe space to care for their mental wellness.",Active,58415,0,2022-06-17,Venture - Series Unknown,Private,$1M to $10M,11-50,6,7255110,"Techstars, Right Side Capital Management, Halogen Ventures, The W Fund, Howard Lindzon",8,1,11-50,BLUE FEVER,Los Angeles,California,United States
Poppy AI,2018,"Artificial Intelligence (AI), Internet, Software","San Francisco, California, United States",94103,Poppy AI is an agency that creates pet emojis and designs them to be visually appealing.,Active,2043970,Seed,2023-03-15,Seed,Private,0,10-Jan,1,0,Global Brain Corporation,1,1,10-Jan,POPPY AI,San Francisco,California,United States
Warmintro,2018,"Artificial Intelligence (AI), Communities, Incubators, Lifestyle, Meeting Software, Private Social Networking, Social Media","San Francisco, California, United States",94103,"We host private online communities, giving them a hub to engage their members.",Active,1293156,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,WARMINTRO,San Francisco,California,United States
Evolution Space,2018,"Aerospace, Air Transportation","Mojave, California, United States",93501,"Solid, simple propulsion and launch for the next generation of space and defense technology.",Active,71289,Seed,2023-10-10,Convertible Note,Private,Less than $1M,11-50,9,2304500,Convoi Ventures,1,1,11-50,EVOLUTION SPACE,Mojave,California,United States
Liquid Payments,2019,"Financial Services, FinTech, Health Care, Information Technology","Fort Lauderdale, Florida, United States",33301,Liquid Payments is a financial technology innovator disrupting the healthcare space.,Active,1034019,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,LIQUID PAYMENTS,Fort Lauderdale,Florida,United States
Scanner HD,2019,"Information Technology, Software","Rolling Meadows, Illinois, United States",60008,ScannerHD is the easiest and fastest way to create high quality scans with your iPhone or Android device.,Active,1606170,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,SCANNER HD,Rolling Meadows,Illinois,United States
Pumas-AI,2019,"Artificial Intelligence (AI), Consulting, Health Care, Machine Learning, Software","Baltimore, Maryland, United States",21201,"Supporting healthcare research across the drug development horizontal, from modeling and simulation products to strategic consulting.",Active,500965,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,PUMAS-AI,Baltimore,Maryland,United States
SVORT,2019,"Biometrics, Cyber Security, Information Technology, Mobile, Software","Wilmington, Delaware, United States",19801,SVORT is neural-biometrics access management system based on anonymous biometrics algorithm & proprietary technologies in liveness detection,Active,792412,Seed,2020-08-01,Non-equity Assistance,Private,Less than $1M,10-Jan,2,0,"Newchip Accelerator, Fulgur Ventures",2,1,10-Jan,SVORT,Wilmington,Delaware,United States
Nebula Compute,2019,"Satellite Communication, Space Travel","Newport Beach, California, United States",92663,Space Technology Company,Active,115525,0,2021-11-12,Grant,Private,0,11-50,4,1390000,"Starburst Accelerator, NASA",2,1,11-50,NEBULA COMPUTE,Newport Beach,California,United States
Rebel Space Technologies,2019,"Aerospace, Software","Long Beach, California, United States",90802,"Building autonomous threat recognition, threat response, and cybersecurity software for space systems",Active,1552357,Seed,2022-09-01,Non-equity Assistance,Private,0,10-Jan,2,0,"Creative Destruction Lab (CDL), Starburst Accelerator",2,1,10-Jan,REBEL SPACE TECHNOLOGIES,Long Beach,California,United States
Novo Space,2019,Aerospace,"El Segundo, California, United States",90245,High-performance radiation-tolerant computers for new space applications,Active,62856,0,2024-01-08,Venture - Series Unknown,Private,$1M to $10M,11-50,8,6765003,"Techstars, Creative Destruction Lab (CDL), Spacecadet Ventures, AIR Capital, Draper Venture Network",10,1,11-50,NOVO SPACE,El Segundo,California,United States
ARnDAI,2019,"Augmented Reality, Information Technology, Software","San Francisco, California, United States",94103,Remote multiplayer technology in Augmented Reality,Active,170013,Seed,2019-10-01,Pre-Seed,Private,0,10-Jan,1,150000,0,0,1,10-Jan,ARNDAI,San Francisco,California,United States
Above: Space Development Corporation,2019,Aerospace,"Huntsville, Alabama, United States",35801,"Above: Space Development Corporation, formerly Orbital Assembly, is the world's first large scale space construction company.",Active,98947,0,2021-11-09,Equity Crowdfunding,Private,Less than $1M,11-50,2,2320750,0,0,1,11-50,ABOVE: SPACE DEVELOPMENT,Huntsville,Alabama,United States
Noble Stay,2019,"E-Commerce, Hospitality, Information Technology, Lifestyle, Mobile Apps, Travel, Web Apps","New York, New York, United States",10001,"Noble is a premium hotel & experience platform that inspires, curates, and delivers personalized stays on preferred terms.",Active,699591,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,NOBLE STAY,New York,New York,United States
NextRivet,2019,"Consulting, Digital Media, Information Technology, Innovation Management, PropTech","San Francisco, California, United States",94103,NextRivet is a hands-on technology consultancy working with the retail ecosystem to bridge the gap between digital and physical experiences.,Active,2223174,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,NEXTRIVET,San Francisco,California,United States
Exo-Space,2020,"Artificial Intelligence (AI), Computer Vision, Hardware, Information Services, Machine Learning, Satellite Communication, Software, Space Travel","Los Angeles, California, United States",90001,Exo-Space is a hardware and software for new age satellites.,Active,148262,M&A,2021-06-18,Pre-Seed,Private,0,10-Jan,1,208000,0,0,1,10-Jan,EXO-SPACE,Los Angeles,California,United States
Reach Space Technologies,2020,"Aerospace, Manufacturing, Mechanical Design","Seattle, Washington, United States",98101,Reach Space Technologies manufactures aviation and aerospace components with real-time engine tracking software.,Active,1139443,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,REACH SPACE TECHNOLOGIES,Seattle,Washington,United States
Galactic Bioware,2020,"Electronics, Manufacturing, Software","Salt Lake City, Utah, United States",84101,"Galactic Bioware, Inc. is a team of designers and engineers working to increase the survivability of dangerous and extreme environments",Active,127272,Seed,2021-12-31,Seed,Private,0,11-50,2,1000000,0,0,1,11-50,GALACTIC BIOWARE,Salt Lake City,Utah,United States
Paimeix.com,2020,"B2B, E-Commerce, Manufacturing, Marketplace, Retail, Wholesale","Portland, Oregon, United States",97201,Paimeix is a wholesale management platform that connects North American manufacturers and retailers.,Active,1791947,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,PAIMEIX.COM,Portland,Oregon,United States
WAGNER Star Industries,2020,"Aerospace, Military, Space Travel","St. Petersburg, Florida, United States",33701,Launch Systems Company that provides a firm fixed launch services price via the Quetzalcóatl Spaceplane.,Active,2001736,0,0,0,Private,$100M to $500M,11-50,0,0,0,0,1,11-50,WAGNER STAR INDUSTRIES,St. Petersburg,Florida,United States
Metrolla,2020,"Autonomous Vehicles, Computer Vision, Data Collection and Labeling, Machine Learning, Robotics, Security, Smart Cities, Software","Seattle, Washington, United States",98101,Metrolla enables automation and data collection from machine vision without interruption to p services that use the sensors.,Active,123138,Seed,2022-01-10,Pre-Seed,Private,Less than $1M,10-Jan,2,450000,0,0,1,10-Jan,METROLLA,Seattle,Washington,United States
Heyday,2020,"Digital Marketing, E-Commerce, Information Technology, Marketplace","San Francisco, California, United States",94103,Heyday offers a digital marketplace space built for sellers to accelerate consumer product brands.,Active,2765,M&A,2021-11-16,Series C,Private,$10M to $50M,251-500,3,800000000,"Amazon, Khosla Ventures, General Catalyst, PremjiInvest, eBay",11,1,251-500,HEYDAY,San Francisco,California,United States
Flukebox,2020,"Artificial Intelligence (AI), Industrial Automation, Retail, Retail Technology, Robotics","Los Angeles, California, United States",90001,Flukebox s foucing on AI.,Closed,3376788,Seed,2021-02-05,Seed,Private,Less than $1M,10-Jan,2,0,0,0,0,10-Jan,FLUKEBOX,Los Angeles,California,United States
Replika,2020,"Artificial Intelligence (AI), Chatbot, Software, Wellness","San Francisco, California, United States",94103,Replika is an AI chatbot designed to help individuals improve their emotional well-being and learn new coping skills.,Active,1217050,0,0,0,Private,$1M to $10M,51-100,0,0,0,0,1,51-100,REPLIKA,San Francisco,California,United States
Seek,2020,"Apps, Hospitality, Information Technology, Travel","New York, New York, United States",10001,Seek is a content platform that connects tastemakers with consumers seeking trusted recommendations on how to spend their leisure time.,Active,81692,Seed,2021-08-12,Seed,Private,0,11-50,1,4000000,"Entrée Capital, Valar Ventures, Western Technology Investment, Breyer Capital, QED Investors",6,1,11-50,SEEK,New York,New York,United States
ThinkOrbital,2021,"Aerospace, Manufacturing, Robotics, Space Travel","Denver, Colorado, United States",80202,Construction technologies for space applications,Active,51252,Seed,2023-05-18,Grant,Private,0,10-Jan,3,4010000,"7percent Ventures, Pathbreaker Ventures, TFX Capital, Advanced Industries Accelerator (AIA) Program",4,1,10-Jan,THINKORBITAL,Denver,Colorado,United States
Capsule,2021,"Artificial Intelligence (AI), Enterprise, Marketing, SaaS, Software, Video","New York, New York, United States",10001,AI-powered video tools from the future.,Active,53907,Seed,2023-02-14,Seed,Private,$1M to $10M,11-50,2,7700000,"Bloomberg Beta, Nat Friedman, Behind Genius Ventures, Array Ventures, Amjad Masad",23,1,11-50,CAPSULE,New York,New York,United States
ZipMessage,2021,"Information Technology, Meeting Software, Mobile, Software, Video","Orange, Connecticut, United States",6477,"ZipMessage is a software for swapping video, audio or text messages with clients.",Active,1379602,Seed,2021-08-19,Seed,Private,0,10-Jan,1,0,Calm Company Fund,1,1,10-Jan,ZIPMESSAGE,Orange,Connecticut,United States
SPACECO,2021,"Aerospace, Construction, Industrial","Ames, Iowa, United States",50010,"SPACECO researches, develops, and implements space construction technologies.",Active,2740729,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,SPACECO,Ames,Iowa,United States
NFT Labs,2021,"Art, Information Technology, Software","Los Angeles, California, United States",90001,Group of creative technologists best known for our NFT art projects and building software on XRP ledger.,Active,142776,Seed,2023-01-10,Seed,Private,0,10-Jan,1,344997,0,0,1,10-Jan,NFT LABS,Los Angeles,California,United States
Inversion,2021,"Aerospace, Space Travel, Transportation","Los Angeles, California, United States",90001,"Inversion builds space capsules to return cargo back to Earth for the commercial, civil, and defense industries.",Active,23864,Seed,2022-07-01,Seed,Private,$1M to $10M,10-Jan,4,10125000,"Y Combinator, Pioneer Fund, Liquid 2 Ventures, Arjun Sethi, Spark Capital",12,1,10-Jan,INVERSION,Los Angeles,California,United States
Galactiv,2021,"Aerospace, National Security, Space Travel","Austin, Texas, United States",78701,An in-space services provider enabling sustainable commercial activities in outer space.,Active,2084541,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,GALACTIV,Austin,Texas,United States
Rasterly,2021,"Information and Communications Technology (ICT), Information Technology, Internet","Lakewood, Colorado, United States",80226,Rasterly is a generative abstract art inspired by space and geometry.,Active,3017861,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,RASTERLY,Lakewood,Colorado,United States
