contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,potential_total_value_of_award,award_base_action_date,award_base_action_year,current_end_date,awarding_agency_name,awarding_sub_agency_name,funding_agency_name,funding_sub_agency_name,recipient_name,recipient_parent_name,recipient_city_name,recipient_state_code,recipient_zipcode,primary_place_of_performance_city_name,primary_place_of_performance_state_code,award_type,type_of_contract_pricing,product_or_service_code_description,naics_code,naics_description,number_of_offers_received,organizational_type,clean_recipient_name,clean_recipient_parent_name
CONT_AWD_M6785413C1053_9700_-NONE-_-NONE-,M6785413C1053,2098145.65,2098145.65,2098145.65,2013-08-01,2013,2015-08-04,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"PATRICIO ENTERPRISES, INC","PATRICIO ENTERPRISES, INC",STAFFORD,VA,22554,QUANTICO,VA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,PATRICIO ENTERPRISES,PATRICIO ENTERPRISES
CONT_AWD_0015_9700_W91CRB11D0004_9700,15,1554278,0,0,2013-09-25,2013,2014-09-24,Department of Defense,Department of the Army,Department of Defense,Department of the Army,PERATON INC.,"L3HARRIS TECHNOLOGIES, INC",HERNDON,VA,20170,CLARKSBURG,WV,DO,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,PERATON,L3HARRIS TECHNOLOGIES
CONT_AWD_0013_9700_W91CRB11D0004_9700,13,5857500.79,5857815.79,5857815.79,2013-07-17,2013,2016-04-16,Department of Defense,Defense Contract Management Agency,Department of Defense,Department of the Army,PERATON INC.,"VERITAS CAPITAL FUND MANAGEMENT, L.L.C.",HERNDON,VA,20170,HERNDON,VA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,PERATON,VERITAS CAPITAL FUND MANAGEMENT LLC
CONT_AWD_0283_9700_H9400304D0006_9700,283,605772,0,0,2013-09-09,2013,2015-10-31,Department of Defense,Defense Microelectronics Activity,Department of Defense,Department of the Navy,RAYTHEON COMPANY,RAYTHEON COMPANY,LONG BEACH,CA,90810,EL SEGUNDO,CA,DO,COST PLUS FIXED FEE,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,RAYTHEON,RAYTHEON
CONT_AWD_0005_9700_N6600112D0014_9700,5,337494.12,338405,338405,2013-09-12,2013,2014-09-11,Department of Defense,Defense Contract Management Agency,Department of Defense,Department of the Navy,SCIENTIFIC RESEARCH CORPORATION,SCIENTIFIC RESEARCH CORPORATION,ATLANTA,GA,30339,ATLANTA,GA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,SCIENTIFIC RESEARCH,SCIENTIFIC RESEARCH
CONT_AWD_NNM13AA38C_8000_-NONE-_-NONE-,NNM13AA38C,36078490.14,58365371.14,60389347.14,2013-06-28,2013,2036-09-30,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,SOUTHWEST RESEARCH INSTITUTE,SOUTHWEST RESEARCH INSTITUTE,SAN ANTONIO,TX,78238,SAN ANTONIO,TX,DEFINITIVE CONTRACT,COST PLUS FIXED FEE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES",541330,ENGINEERING SERVICES,2,CORPORATE TAX EXEMPT,SOUTHWEST RESEARCH INSTITUTE,SOUTHWEST RESEARCH INSTITUTE
CONT_IDV_N6600113D0093_9700,N6600113D0093,0,0,89986605.44,2013-08-20,2013,,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"TACTICAL ENGINEERING & ANALYSIS, INC.","TACTICAL ENGINEERING & ANALYSIS, INC.",SAN DIEGO,CA,92124,Unknown,Unknown,Unknown,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,4,CORPORATE NOT TAX EXEMPT,TACTICAL ENGINEERING ANALYSIS,TACTICAL ENGINEERING ANALYSIS
CONT_AWD_9999_9700_N6600113D0093_9700,9999,0,0,0,2013-09-09,2013,2016-08-19,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"TACTICAL ENGINEERING & ANALYSIS, INC.","TACTICAL ENGINEERING & ANALYSIS, INC.",SAN DIEGO,CA,92124,SAN DIEGO,CA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,TACTICAL ENGINEERING ANALYSIS,TACTICAL ENGINEERING ANALYSIS
CONT_AWD_W911QX13C0071_9700_-NONE-_-NONE-,W911QX13C0071,2229957,0,0,2013-07-10,2013,2017-03-30,Department of Defense,Department of the Army,Department of Defense,Defense Advanced Research Projects Agency,"TECHULON, INC.","TECHULON, INC.",ALEXANDRIA,VA,22314,BLACKSBURG,VA,DEFINITIVE CONTRACT,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,2,Unknown,TECHULON,TECHULON
CONT_AWD_W911QX13C0047_9700_-NONE-_-NONE-,W911QX13C0047,149880.12,0,0,2013-05-17,2013,2013-11-30,Department of Defense,Department of the Army,Department of Defense,Defense Advanced Research Projects Agency,TIETRONIX SOFTWARE INC,TIETRONIX SOFTWARE INC,HOUSTON,TX,77058,HOUSTON,TX,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,2,Unknown,TIETRONIX SOFTWARE,TIETRONIX SOFTWARE
CONT_AWD_W911QX13C0048_9700_-NONE-_-NONE-,W911QX13C0048,149882.38,0,0,2013-05-28,2013,2013-11-30,Department of Defense,Department of the Army,Department of Defense,Defense Advanced Research Projects Agency,TRIAD INTERACTIVE MEDIA INC,TRIAD INTERACTIVE MEDIA INC,GREENSBORO,NC,27410,JAMESTOWN,NC,DCA,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,2,Unknown,TRIAD INTERACTIVE MEDIA,TRIAD INTERACTIVE MEDIA
CONT_AWD_DTFAWA10A00108CALL0013_6920_DTFAWA10A00108_6920,DTFAWA10A00108CALL0013,962345.47,0,0,2013-04-01,2013,2016-06-30,Department of Transportation,Federal Aviation Administration,Department of Transportation,Federal Aviation Administration,VERACITY ENGINEERING LLC,VERACITY ENGINEERING LLC,WASHINGTON,DC,20024,WASHINGTON,DC,BPA CALL,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,VERACITY ENGINEERING,VERACITY ENGINEERING
CONT_AWD_DTFAWA10A00108CALL0012_6920_DTFAWA10A00108_6920,DTFAWA10A00108CALL0012,3917505.71,3917505.71,3919450.45,2012-11-06,2013,2014-09-30,Department of Transportation,Federal Aviation Administration,Department of Transportation,Federal Aviation Administration,VERACITY ENGINEERING LLC,VERACITY ENGINEERING LLC,WASHINGTON,DC,20024,WASHINGTON,DC,BPA CALL,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,PARTNERSHIP,VERACITY ENGINEERING,VERACITY ENGINEERING
CONT_AWD_0016_9700_W91CRB11D0006_9700,16,7123956,7123956,7123956,2013-09-27,2013,2015-09-26,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"WINTEC ARROWMAKER, INC.","WINTEC ARROWMAKER, INC.",FORT WASHINGTON,MD,20744,FORT WASHINGTON,MD,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,2,CORPORATE NOT TAX EXEMPT,WINTEC ARROWMAKER,WINTEC ARROWMAKER
CONT_AWD_0012_9700_W91CRB11D0006_9700,12,7848897,0,0,2013-06-17,2013,2015-06-16,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"WINTEC ARROWMAKER, INC.","WINTEC ARROWMAKER, INC.",FORT WASHINGTON,MD,20744,FORT WASHINGTON,MD,DO,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,WINTEC ARROWMAKER,WINTEC ARROWMAKER
CONT_AWD_DENE0000687_8900_-NONE-_-NONE-,DENE0000687,6634218.63,7611812,7917742,2014-06-03,2014,2018-08-01,Department of Energy,Department of Energy,Department of Energy,Department of Energy,"AEROJET ROCKETDYNE OF DE, INC","AEROJET ROCKETDYNE HOLDINGS, INC.",CANOGA PARK,CA,91304,RANCHO CORDOVA,CA,DEFINITIVE CONTRACT,COST PLUS FIXED FEE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; EXPERIMENTAL DEVELOPMENT",541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,AEROJET ROCKETDYNE OF DE,AEROJET ROCKETDYNE HOLDINGS
CONT_IDV_AG024BC140001_12C2,AG024BC140001,0,0,0,2013-10-24,2014,,Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,AERONAUTICA LLC,AERONAUTICA LLC,GREENVILLE,SC,29601,Unknown,Unknown,Unknown,FIRM FIXED PRICE,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,AERONAUTICA,AERONAUTICA
CONT_AWD_AG024BD140033_12C2_AG024BC140001_12C2,AG024BD140033,14392.23,0,0,2014-08-05,2014,2018-05-31,Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,AERONAUTICA LLC,AERONAUTICA LLC,GREENVILLE,SC,29601,REDMOND,OR,DELIVERY ORDER,FIRM FIXED PRICE,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,AERONAUTICA,AERONAUTICA
CONT_AWD_NNH14CL65C_8000_-NONE-_-NONE-,NNH14CL65C,477052.43,0,0,2014-07-25,2014,2015-02-24,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,AIRBORNE SYSTEMS NORTH AMERICA OF CA INC,TRANSDIGM GROUP INCORPORATED,SANTA ANA,CA,92704,SANTA ANA,CA,DCA,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,108,Unknown,AIRBORNE SYSTEMS NORTH AMERICA OF CA,TRANSDIGM GROUP INCORPORATED
CONT_IDV_W15QKN14D0061_9700,W15QKN14D0061,0,0,300000000,2014-07-09,2014,,Department of Defense,Department of the Army,Department of Defense,Department of the Army,ALLIANT TECHSYSTEMS OPERATIONS LLC,NORTHROP GRUMMAN INNOVATION SYSTEMS LLC,PLYMOUTH,MN,55442,Unknown,Unknown,Unknown,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,9,CORPORATE NOT TAX EXEMPT,ALLIANT TECHSYSTEMS OPERATIONS,NORTHROP GRUMMAN INNOVATION SYSTEMS
CONT_AWD_0001_9700_W15QKN14D0061_9700,1,0,0,0,2014-07-24,2014,2019-07-09,Department of Defense,Department of the Army,Department of Defense,Department of the Army,ALLIANT TECHSYSTEMS OPERATIONS LLC,NORTHROP GRUMMAN CORPORATION,PLYMOUTH,MN,55442,MINNEAPOLIS,MN,DELIVERY ORDER,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,ALLIANT TECHSYSTEMS OPERATIONS,NORTHROP GRUMMAN
CONT_AWD_NNH14CL57C_8000_-NONE-_-NONE-,NNH14CL57C,499659.3,0,0,2014-07-29,2014,2015-02-27,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"ALTIUS SPACE MACHINES, INC","ALTIUS SPACE MACHINES, INC",LOUISVILLE,CO,80027,LOUISVILLE,CO,DCA,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,108,Unknown,ALTIUS SPACE MACHINES,ALTIUS SPACE MACHINES
CONT_AWD_W911S014P0100_9700_-NONE-_-NONE-,W911S014P0100,7365552.29,7365552.29,7365552.29,2014-09-10,2014,2019-09-29,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"AMTIS, INC.","AMTIS, INC.",ORLANDO,FL,32817,ORLANDO,FL,PURCHASE ORDER,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,AMTIS,AMTIS
CONT_AWD_0025_9700_N6600108D0149_9700,25,445000.97,0,0,2014-09-26,2014,2015-09-25,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,ANALEX CORPORATION,PERATON TECHNOLOGY SERVICES INC.,FAIRFAX,VA,22031,PHILADELPHIA,PA,DO,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,ANALEX,PERATON TECHNOLOGY SERVICES
CONT_IDV_NNK14EA01C_8000,NNK14EA01C,101156574.1,0,112933925.7,2013-11-14,2014,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,AXIENT LLC,AXIENT LLC,ARLINGTON,VA,22202,Unknown,Unknown,Unknown,COST PLUS FIXED FEE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,4,CORPORATE NOT TAX EXEMPT,AXIENT,AXIENT
CONT_AWD_N6893614P0371_9700_-NONE-_-NONE-,N6893614P0371,149328.89,0,0,2014-07-15,2014,2015-04-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,BAE SYSTEMS PLC,NASHUA,NH,30606,POINT MUGU NAWC,CA,PURCHASE ORDER,COST PLUS FIXED FEE,R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION,BAE SYSTEMS PLC
CONT_IDV_NNL14AA04C_8000,NNL14AA04C,1285265,0,4285265,2014-07-23,2014,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL CORP,BOULDER,CO,80301,Unknown,Unknown,Unknown,COST PLUS FIXED FEE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,BAE SYSTEMS SPACE MISSION SYSTEMS,BALL
CONT_AWD_NNL14AA37T_8000_NNL09AA15C_8000,NNL14AA37T,319324.09,343071,343071,2014-02-03,2014,2016-08-01,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL CORP,BOULDER,CO,80301,BOULDER,CO,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541330,ENGINEERING SERVICES,0,CORPORATE NOT TAX EXEMPT,BAE SYSTEMS SPACE MISSION SYSTEMS,BALL
CONT_AWD_NNH14CL73C_8000_-NONE-_-NONE-,NNH14CL73C,449938,0,0,2014-07-25,2014,2015-08-27,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL CORP,BOULDER,CO,80301,BOULDER,CO,DCA,FIRM FIXED PRICE,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,108,Unknown,BAE SYSTEMS SPACE MISSION SYSTEMS,BALL
CONT_AWD_W56KGU14C0067_9700_-NONE-_-NONE-,W56KGU14C0067,21974542.48,21974542.48,36830512.76,2014-09-29,2014,2018-10-27,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"BANC 3, INC.","BANC 3, INC.",PRINCETON,NJ,85406,PRINCETON,NJ,DEFINITIVE CONTRACT,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,5,CORPORATE NOT TAX EXEMPT,BANC 3,BANC 3
CONT_IDV_W15QKN14D0062_9700,W15QKN14D0062,0,0,300000000,2014-07-09,2014,,Department of Defense,Department of the Army,Department of Defense,Department of the Army,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,43201,Unknown,Unknown,Unknown,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,9,CORPORATE TAX EXEMPT,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE
CONT_AWD_0001_9700_W15QKN14D0062_9700,1,0,0,0,2014-07-23,2014,2019-07-09,Department of Defense,Department of the Army,Department of Defense,Department of the Army,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,43201,COLUMBUS,OH,DO,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE
CONT_AWD_0026_9700_W91CRB11D0002_9700,26,3936394.32,3985283,3985283,2014-09-29,2014,2016-09-28,Department of Defense,Defense Contract Management Agency,Department of Defense,Department of the Army,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,43201,COLUMBUS,OH,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE TAX EXEMPT,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE
CONT_AWD_0025_9700_W91CRB11D0002_9700,25,749424.81,1031825,1031825,2014-09-26,2014,2016-03-28,Department of Defense,Defense Contract Management Agency,Department of Defense,Department of the Army,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,43201,COLUMBUS,OH,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE TAX EXEMPT,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE
CONT_AWD_HR01_9700_N0017812D6793_9700,HR01,11110429.38,18446932.15,18446932.15,2014-09-08,2014,2017-09-07,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,BEVILACQUA RESEARCH CORPORATION,BEVILACQUA RESEARCH CORPORATION,HUNTSVILLE,AL,35805,HUNTSVILLE,AL,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,4,CORPORATE NOT TAX EXEMPT,BEVILACQUA RESEARCH,BEVILACQUA RESEARCH
CONT_IDV_W15QKN14D0063_9700,W15QKN14D0063,0,0,300000000,2014-07-09,2014,,Department of Defense,Department of the Army,Department of Defense,Department of the Army,BOOZ ALLEN HAMILTON INC,BOOZ ALLEN HAMILTON HOLDING CORPORATION,MCLEAN,VA,22102,Unknown,Unknown,Unknown,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,9,CORPORATE NOT TAX EXEMPT,BOOZ ALLEN HAMILTON,BOOZ ALLEN HAMILTON HOLDING
CONT_AWD_0017_9700_N6600111D0031_9700,17,151037.74,155992.16,155992.16,2014-08-28,2014,2015-02-27,Department of Defense,Defense Contract Management Agency,Department of Defense,Department of the Navy,BOOZ ALLEN HAMILTON INC,BOOZ ALLEN HAMILTON HOLDING CORPORATION,MCLEAN,VA,22102,MCLEAN,VA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,BOOZ ALLEN HAMILTON,BOOZ ALLEN HAMILTON HOLDING
CONT_AWD_0001_9700_W15QKN14D0063_9700,1,0,0,0,2014-07-16,2014,2019-07-09,Department of Defense,Department of the Army,Department of Defense,Department of the Army,BOOZ ALLEN HAMILTON INC,BOOZ ALLEN HAMILTON HOLDING CORPORATION,MCLEAN,VA,22102,MCLEAN,VA,DELIVERY ORDER,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,BOOZ ALLEN HAMILTON,BOOZ ALLEN HAMILTON HOLDING
CONT_AWD_0018_9700_W91CRB11D0003_9700,18,1215525,0,0,2014-06-13,2014,2015-06-15,Department of Defense,Department of the Army,Department of Defense,Department of the Army,BOOZ ALLEN HAMILTON INC,BOOZ ALLEN HAMILTON HOLDING CORPORATION,MCLEAN,VA,22102,TAMPA,FL,DO,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,BOOZ ALLEN HAMILTON,BOOZ ALLEN HAMILTON HOLDING
CONT_AWD_0026_9700_W911W409D0001_9700,26,47300467.81,0,0,2014-02-26,2014,2015-04-30,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"CACI, INC. - FEDERAL",CACI INTERNATIONAL INC,CHANTILLY,VA,20151,FORT BELVOIR,VA,DELIVERY ORDER,COST PLUS AWARD FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,2,Unknown,CACI INC FEDERAL,CACI INTERNATIONAL
CONT_AWD_NNA14AC52C_8000_-NONE-_-NONE-,NNA14AC52C,7018536.38,9000000,9000000,2014-09-26,2014,2019-09-30,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"CENTRA TECHNOLOGY, INC",AMENTUM GOVERNMENT SERVICES HOLDINGS LLC,BURLINGTON,MA,18034,BURLINGTON,MA,DEFINITIVE CONTRACT,COST PLUS FIXED FEE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES",541330,ENGINEERING SERVICES,1,CORPORATE NOT TAX EXEMPT,CENTRA TECHNOLOGY,AMENTUM GOVERNMENT SERVICES HOLDINGS
CONT_AWD_0146_9700_N6600108D0098_9700,146,149690.02,149690.02,149690.02,2014-06-12,2014,2015-03-11,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,COLSA CORP,COLSA CORP,HUNTSVILLE,AL,35806,SAN DIEGO,CA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,0,Unknown,COLSA,COLSA
CONT_AWD_0145_9700_N6600108D0098_9700,145,830000,0,0,2014-06-10,2014,2015-07-31,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,COLSA CORP,COLSA CORP,HUNTSVILLE,AL,35806,SAN DIEGO,CA,DO,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,COLSA,COLSA
CONT_AWD_0142_9700_N6600108D0098_9700,142,150000,0,0,2014-04-25,2014,2015-08-31,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,COLSA CORP,COLSA CORP,HUNTSVILLE,AL,35806,SAN DIEGO,CA,DO,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,Unknown,COLSA,COLSA
CONT_IDV_W15QKN14D0064_9700,W15QKN14D0064,0,0,300000000,2014-07-09,2014,,Department of Defense,Defense Contract Management Agency,Department of Defense,Department of the Army,CONCURRENT TECHNOLOGIES CORP,CONCURRENT TECHNOLOGIES CORP,JOHNSTOWN,PA,15904,Unknown,Unknown,Unknown,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,9,CORPORATE TAX EXEMPT,CONCURRENT TECHNOLOGIES,CONCURRENT TECHNOLOGIES
CONT_AWD_0001_9700_W15QKN14D0064_9700,1,0,0,0,2014-07-17,2014,2019-07-09,Department of Defense,Department of the Army,Department of Defense,Department of the Army,CONCURRENT TECHNOLOGIES CORP,CONCURRENT TECHNOLOGIES CORP,JOHNSTOWN,PA,15904,JOHNSTOWN,PA,DELIVERY ORDER,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,1,CORPORATE TAX EXEMPT,CONCURRENT TECHNOLOGIES,CONCURRENT TECHNOLOGIES
CONT_AWD_N0017814P4189_9700_-NONE-_-NONE-,N0017814P4189,99957,0,0,2014-04-25,2014,2015-04-27,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,EASTERN RESEARCH GROUP INC,EASTERN RESEARCH GROUP INC,LEXINGTON,MA,24213,LEXINGTON,MA,PO,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,2,Unknown,EASTERN RESEARCH GROUP,EASTERN RESEARCH GROUP
